file,radius_threshold,volume
craters_5.csv,1.8,847.4836460634288
craters_5.csv,1.8,914.7042931630937
craters_5.csv,1.8,880.1345100475381
craters_5.csv,1.8,822.8661503468776
craters_5.csv,1.8,871.2787224399077
craters_5.csv,1.8,746.7664563259531
craters_5.csv,1.8,965.1794853866679
craters_5.csv,1.8,841.6984364821313
craters_5.csv,2,1100.3586832728931
craters_5.csv,2,1283.658669602994
craters_5.csv,2,1045.9827544455325
craters_5.csv,2,1337.5534444617938
craters_5.csv,2,1088.1110212303572
craters_5.csv,2,822.8661503468776
craters_5.csv,2,871.2787224399077
craters_5.csv,2,746.7664563259531
craters_5.csv,2,965.1794853866679
craters_5.csv,2,1072.0224609934014
craters_2.csv,1,652.5183826054431
craters_2.csv,1,731.2443478259074
craters_2.csv,1,698.291094019264
craters_2.csv,1,760.6962316291542
craters_2.csv,1,711.8483204936566
craters_2.csv,1,691.4952221705819
craters_2.csv,1,624.7814605247521
craters_2.csv,1,810.2246087942019
craters_2.csv,1,745.7952374160412
craters_2.csv,1,760.4352913799456
craters_2.csv,1.2,652.5183826054431
craters_2.csv,1.2,765.2475649015984
craters_2.csv,1.2,698.291094019264
craters_2.csv,1.2,760.6962316291542
craters_2.csv,1.2,711.8483204936566
craters_2.csv,1.2,691.4952221705819
craters_2.csv,1.2,624.7814605247521
craters_2.csv,1.2,810.2246087942019
craters_2.csv,1.2,745.7952374160412
craters_2.csv,1.2,760.4352913799456
craters_2.csv,1.4,652.5183826054431
craters_2.csv,1.4,765.2475649015984
craters_2.csv,1.4,698.291094019264
craters_2.csv,1.4,830.7685531077685
craters_2.csv,1.4,711.8483204936566
craters_2.csv,1.4,691.4952221705819
craters_2.csv,1.4,752.0599012855806
craters_2.csv,1.4,882.2316815890331
craters_2.csv,1.4,745.7952374160412
craters_2.csv,1.4,760.4352913799456
craters_2.csv,1.6,652.5183826054431
craters_2.csv,1.6,765.2475649015984
craters_2.csv,1.6,698.291094019264
craters_2.csv,1.6,830.7685531077685
craters_2.csv,1.6,821.0595406173619
craters_2.csv,1.6,691.4952221705819
craters_2.csv,1.6,752.0599012855806
craters_2.csv,1.6,991.5058616197592
craters_2.csv,1.6,745.7952374160412
craters_2.csv,1.6,760.4352913799456
craters_2.csv,1.8,652.5183826054431
craters_2.csv,1.8,765.2475649015984
craters_2.csv,1.8,698.291094019264
craters_2.csv,1.8,995.188863116409
craters_2.csv,1.8,1069.3895954664936
craters_2.csv,1.8,691.4952221705819
craters_2.csv,1.8,752.0599012855806
craters_2.csv,1.8,991.5058616197592
craters_2.csv,1.8,745.7952374160412
craters_2.csv,1.8,888.8975657030963
craters_2.csv,2,652.5183826054431
craters_2.csv,2,975.7204365635042
craters_2.csv,2,896.0873602200614
craters_2.csv,2,995.188863116409
craters_2.csv,2,1527.4210267709184
craters_2.csv,2,892.9947672727507
craters_2.csv,2,752.0599012855806
craters_2.csv,2,991.5058616197592
craters_2.csv,2,958.9932052054469
craters_2.csv,2,888.8975657030963
craters_1.csv,1,854.248315702758
craters_1.csv,1,868.3850215408024
craters_1.csv,1,948.1879497769271
craters_1.csv,1,874.645129727927
craters_1.csv,1,923.4564251022465
craters_1.csv,1,880.8140097278467
craters_1.csv,1,900.2411091349941
craters_1.csv,1,948.1093638278982
craters_1.csv,1,906.6781690419682
craters_1.csv,1,877.861700748468
craters_1.csv,1.2,854.248315702758
craters_1.csv,1.2,868.3850215408024
craters_1.csv,1.2,980.9820719293067
craters_1.csv,1.2,874.645129727927
craters_1.csv,1.2,954.9616259874216
craters_1.csv,1.2,880.8140097278467
craters_1.csv,1.2,990.8171348578186
craters_1.csv,1.2,948.1093638278982
craters_1.csv,1.2,906.6781690419682
craters_1.csv,1.2,877.861700748468
craters_1.csv,1.4,854.248315702758
craters_1.csv,1.4,929.2683600940787
craters_1.csv,1.4,1110.8863924856364
craters_1.csv,1.4,874.645129727927
craters_1.csv,1.4,954.9616259874216
craters_1.csv,1.4,880.8140097278467
craters_1.csv,1.4,990.8171348578186
craters_1.csv,1.4,948.1093638278982
craters_1.csv,1.4,906.6781690419682
craters_1.csv,1.4,877.861700748468
craters_1.csv,1.6,854.248315702758
craters_1.csv,1.6,1010.8885260692446
craters_1.csv,1.6,1110.8863924856364
craters_1.csv,1.6,971.6673176155621
craters_1.csv,1.6,960.061024909105
craters_1.csv,1.6,880.8140097278467
craters_1.csv,1.6,990.8171348578186
craters_1.csv,1.6,948.1093638278982
craters_1.csv,1.6,1112.8869708191207
craters_1.csv,1.6,877.861700748468
craters_1.csv,1.8,854.248315702758
craters_1.csv,1.8,1010.8885260692446
craters_1.csv,1.8,1110.8863924856364
craters_1.csv,1.8,971.6673176155621
craters_1.csv,1.8,960.061024909105
craters_1.csv,1.8,880.8140097278467
craters_1.csv,1.8,990.8171348578186
craters_1.csv,1.8,1089.7728655684875
craters_1.csv,1.8,1112.8869708191207
craters_1.csv,1.8,877.861700748468
craters_1.csv,2,854.248315702758
craters_1.csv,2,1010.8885260692446
craters_1.csv,2,1110.8863924856364
craters_1.csv,2,971.6673176155621
craters_1.csv,2,960.061024909105
craters_1.csv,2,1104.1333164621317
craters_1.csv,2,990.8171348578186
craters_1.csv,2,1089.7728655684875
craters_1.csv,2,1293.066191553263
craters_1.csv,2,1286.9921185693433
